question,answer,answer_html,link,name,source,category,country,region,city,lang,last_update
what is human coronavirus infection,"A novel, or new, coronavirus is one that has not been identified before. COVID19 is an example of a novel coronavirus as it has not been seen before.   [[Would you like more information on COVID19?]] COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).",,,,,,,,,,
will corona virus spread through packages,"A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",,,,,,,,,,
what is coronavirus nhs,"Coronavirus are a type of virus - there are many kinds, and some of them can cause disease. Examples of coronaviruses include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrome (MERS-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   COVID19 is a novel coronavirus that has been recently identified.   [[Would you like more information on COVID19?]] [[Would you like to know the symptoms of COVID19?]]    ",,,,,,,,,,
How can I protect myself?,"The best way to prevent illness from COVID-19 is to avoid being exposed to the virus and use good hand hygiene. Common sense precautions that prevent the spread of flu will also help prevent the spread of COVID-19. Please do the following: Stay home if you are sick. Avoid close contact with people who are sick. Cover cough and sneeze. Avoid touching your eyes, nose, and mouth. Wash your hands often with soap and water for at least 20 seconds, especially after going to the bathroom, before eating and after blowing your nose, coughing or sneezing. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. The Centers for Disease Control and Prevention (CDC) does not recommend that people who are well to wear a facemask to protect themselves from respiratory diseases, including COVID-19. Facemasks should only be worn by persons who are sick or persons caring for them. Clean and disinfect frequently touched objects and hard surfaces using a regular household cleaning spray or wipe.",,,,,,,,,,
how coronavirus starts symptoms,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",,,,,,,,,,
corona virus when did started,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",,,,,,,,,,
Can the virus that causes COVID-19 be transmitted through the air?,Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”,<p>Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.&nbsp; See previous answer on &ldquo;How does COVID-19 spread?&rdquo;</p>,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,Q&A on coronaviruses (COVID-19),World Health Organization (WHO),,,,,en,3/17/20
"How long does the virus live on surfaces, like packages, plastic, etc? Should we be worried about that? ","A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",,,,,,,,,,
how long does the coronavirus last on a surface cdc,"A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",,,,,,,,,,
Am I at risk if I go to a funeral or visitation service for someone who died of COVID-19?,There is currently no known risk associated with being in the same room at a funeral or visitation service with the body of someone who died of COVID-19.,<p>There is currently no known risk associated with being in the same room at a funeral or visitation service with the body of someone who died of COVID-19.</p>,. https://www.cdc.gov/coronavirus/2019-ncov/faq.html,Frequently Asked Questions,Center for Disease Control and Prevention (CDC),COVID-19 and Funerals,USA,,,en,3/17/20
symptoms of coronavirus nhs uk,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",,,,,,,,,,
How to avoid this infection,"The best way to prevent illness from COVID-19 is to avoid being exposed to the virus and use good hand hygiene. Common sense precautions that prevent the spread of flu will also help prevent the spread of COVID-19. Please do the following: Stay home if you are sick. Avoid close contact with people who are sick. Cover cough and sneeze. Avoid touching your eyes, nose, and mouth. Wash your hands often with soap and water for at least 20 seconds, especially after going to the bathroom, before eating and after blowing your nose, coughing or sneezing. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. The Centers for Disease Control and Prevention (CDC) does not recommend that people who are well to wear a facemask to protect themselves from respiratory diseases, including COVID-19. Facemasks should only be worn by persons who are sick or persons caring for them. Clean and disinfect frequently touched objects and hard surfaces using a regular household cleaning spray or wipe.",,,,,,,,,,
coronavirus symptoms on toddlers,"No. They have the same symptoms, though it may be milder in children. Reported symptoms include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. There is more to be learned about how COVID-19 affects children.",,,,,,,,,,
Does the health insurance pay for the SARS-CoV-2 test?,"By and large, health insurance funds have been covering the cost of coronavirus testing since 28 February 2020. The prerequisite is that the attending physician decides whether the patient should be tested.. ","<p> By and large, health insurance funds have been covering <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> cost <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> coronavirus testing since 28 February 2020. The prerequisite is that <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> attending physician decides whether <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> patient should be tested.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,3/18/20
where is the corona virus originate from,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",,,,,,,,,,
where did coronavirus originate from,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",,,,,,,,,,
There have been a lot of mixed messages about kids being 'immune' or 'unlikely' to be affected. Can you provide some clarity around what this looks like for small children?,"Currently, children are not at a higher risk of getting COVID-19 than adult. Some kids and infants have been sick with COVID-19, but it is still adults who make up most of the cases we are seeing today. If a child gets COVID-19, their symptoms are going to be similar to the symptoms adults get. This includes: cold-like symptoms like fever, runny nose, and cough. Vomiting and diarrhea are also possible.   [More information on how to stay safe and healthy] It is still important that your child help stop the spread of COVID-19 by practicing the same things you are doing to stay healthy and safe. This includes cleaning hands often with soap water, or an alcohol based hand sanitizer, avoiding people who ar sick, and cleaning/disinfecting high-touch surfaces regularly.",,,,,,,,,,
How to deal with disinfection of day to day use objects?,"For disinfecting purposes, most common EPA registered household disinfectants will work. Please click here for link. It is important to clean frequently touched surfaces like tables, doorknobs, light switches, counterops, handles, desks, phones, keyboards, toilets, faucets, and sinks. If your surfaces are dirty, clean them using detergent or soap and water prior to disinfection.",,,,,,,,,,
How many cases are in spain,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,,,,,,,,,,
Should I cancel my international trip?,"CDC provides recommendations for international travel, including guidance on when to consider postponing or canceling travel. Most of the time, this guidance is provided through travel health notices and is based on the potential health risks associated with traveling to a certain destination.. . Travel health notices are designated as Level 1, 2, or 3, depending on the situation in that destination. (See below for what each level means). A list of destinations with coronavirus disease 2019(COVID-19) travel health notices is available at www.cdc.gov/coronavirus/2019-ncov/travelers/index.html.. . Warning Level 3: CDC recommends travelers avoid all nonessential travel to these destinations.. Alert Level 2: CDC recommends older adults and people of any age with serious chronic medical conditions consider postponing nonessential travel.. Watch Level 1: CDC does not recommend canceling or postponing travel to destinations with, but it is important to take steps to prevent getting and spreading diseases during travel.. CDC also recommends all travelers, defer all cruise travel worldwide. This is particularly important for older adults and people of any age with serious chronic medical conditions.. . If you do travel, take the following steps to help reduce your chances of getting sick:. . Avoid contact with sick people.. Avoid touching your eyes, nose, or mouth with unwashed hands.. Wash your hands often with soap and water for at least 20 seconds or using an alcohol-based hand sanitizer that contains at least 60% alcohol. Soap and water should be used if hands are visibly dirty.. It is especially important to clean hands after going to the bathroom; before eating; and after coughing, sneezing or blowing your nose.. Make sure you are up to date with your routine vaccinations, including measles-mumps-rubella (MMR) vaccine and the seasonal flu vaccine.. . The COVID-19 pandemic is a rapidly evolving situation and CDC guidance is reviewed daily and updated frequently.. . . ","<p>CDC provides recommendations for international travel, including guidance on when to consider postponing or canceling travel. Most of the time, this guidance is provided through travel health notices and is based on the potential health risks associated with traveling to a certain destination.</p>. <p>Travel health notices are designated as Level 1, 2, or 3, depending on the situation in that destination. (See below for what each level means). A list of destinations with coronavirus disease 2019(COVID-19) travel health notices is available at <a href=""https://www.cdc.gov/coronavirus/2019-ncov/travelers/index.html"">www.cdc.gov/coronavirus/2019-ncov/travelers/index.html</a>.</p>. <ul>. <li><u>Warning Level 3</u>: CDC recommends travelers avoid all nonessential travel to these destinations.</li>. <li><u>Alert Level 2:</u> CDC recommends older adults and people of any age with serious chronic medical conditions consider postponing nonessential travel.</li>. <li><u>Watch Level 1</u>: CDC does not recommend canceling or postponing travel to destinations with, but it is important to take <a href=""https://www.cdc.gov/coronavirus/2019-ncov/about/prevention.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fabout%2Fprevention-treatment.html"">steps</a> to prevent getting and spreading diseases during travel.</li>. </ul>. <p>CDC also recommends all travelers, defer all cruise travel worldwide. This is particularly important for older adults and people of any age with serious chronic medical conditions.</p>. <p>If you do travel, take the following steps to help reduce your chances of getting sick:</p>. <ul>. <li>Avoid contact with sick people.</li>. <li>Avoid touching your eyes, nose, or mouth with unwashed hands.</li>. <li>Wash your hands often with soap and water for at least 20 seconds or using an alcohol-based hand sanitizer that contains at least 60% alcohol. Soap and water should be used if hands are visibly dirty.. <ul>. <li>It is especially important to clean hands after going to the bathroom; before eating; and after coughing, sneezing or blowing your nose.</li>. </ul>. </li>. </ul>. <p>Make sure you are up to date with your routine vaccinations, including measles-mumps-rubella (MMR) vaccine and the seasonal flu vaccine.</p>. <p><strong>The COVID-19 pandemic is a rapidly evolving situation and CDC guidance is reviewed daily and updated frequently.</strong></p>",https://www.cdc.gov/coronavirus/2019-ncov/travelers/faqs.html,Travel: Frequently Asked Questions and Answers,Center for Disease Control and Prevention (CDC),Cancelling or Postponing Travel,USA,,,en,3/17/20
how coronavirus spread funny,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",,,,,,,,,,
what is corona virus originated from,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",,,,,,,,,,
is coronavirus in the air outside,"COVID-19 is being spread through respiratory droplets that come from coughing or sneezing. If these droplets from an infected person reach another person through the nose, eyes, or mouth it can transmit the disease. It isn't airborne in the same way measles is, but it does linger in the air for some amount of time. However, we are still not sure how long it is in the air for, when the virus particles will rest on the ground or surrounding surfaces, and how it helps transmit to other people.",,,,,,,,,,
what is coronavirus meaning,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",,,,,,,,,,
What is a novel coronavirus?,"A novel coronavirus is a new coronavirus that has not been previously identified. The virus causing coronavirus disease 2019 (COVID-19), is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold.. . A diagnosis with coronavirus 229E, NL63, OC43, or HKU1 is not the same as a COVID-19 diagnosis. Patients with COVID-19 will be evaluated and cared for differently than patients with common coronavirus diagnosis.","<p>A novel coronavirus is a new coronavirus that has not been previously identified. The virus causing coronavirus disease 2019 (COVID-19), is not the same as the <a href=""/coronavirus/types.html"">coronaviruses that commonly circulate among humans</a>&nbsp;and cause mild illness, like the common cold.</p>. <p>A diagnosis with coronavirus 229E, NL63, OC43, or HKU1 is not the same as a COVID-19 diagnosis. Patients with COVID-19 will be evaluated and cared for differently than patients with common coronavirus diagnosis.",. https://www.cdc.gov/coronavirus/2019-ncov/faq.html,Frequently Asked Questions,Center for Disease Control and Prevention (CDC),Coronavirus Disease 2019 Basics,USA,,,en,3/17/20
where did coronavirus originate animal,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",,,,,,,,,,
coronavirus in usa states,"Yes, all states have reported COVID-19 infections. U.S. case counts are updated regularly Mondays through Fridays. Please click here to see current U.S. case count: https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/cases-in-us.html",,,,,,,,,,
coronavirus is it safe to travel,"1. self-isolate for 14 days after returning from travel  2. monitor for symptoms of COVID-19 (fever, cough or difficulty breathing) for 14 days after returning to Canada 3. wash your hands often for 20 seconds and cough or sneeze into a tissue or the bend of your arm, not your hand",,,,,,,,,,
is coronavirus in the air,"COVID-19 is being spread through respiratory droplets that come from coughing or sneezing. If these droplets from an infected person reach another person through the nose, eyes, or mouth it can transmit the disease. It isn't airborne in the same way measles is, but it does linger in the air for some amount of time. However, we are still not sure how long it is in the air for, when the virus particles will rest on the ground or surrounding surfaces, and how it helps transmit to other people.",,,,,,,,,,
Is it safe to receive a package from any area where COVID-19 has been reported?,"Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ","<p>Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.&nbsp;</p>",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,Q&A on coronaviruses (COVID-19),World Health Organization (WHO),,,,,en,3/17/20
How long does COVID 19 stay on surfaces,"A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",,,,,,,,,,
What medication is recommended if I contract covid-19?,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",,,,,,,,,,
Where can I get test,"If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",,,,,,,,,,
what are the symptoms,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",,,,,,,,,,
What is covid-19?,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",,,,,,,,,,
What are the symptoms of corona virus,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",,,,,,,,,,
how many people tested?,"It depends, and is often decided on a case-by-case basis. The CDC guidance currently says it is okay to release someone from isolation if they have met the following requirements:  * The individual has no more fever without use of fever-reducing medications  * The individual no longer showing symptoms like the cough * The individual has tested negative on at least two tests that have been collected at least 24 hours apart",,,,,,,,,,
Is there a vaccine?,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ","<p>Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,3/18/20
what is canada's situation right now?,"SARS is Severe Acute Respiratory Syndrome. It was identified in 2003, and first infected people in the Guangdong province of Southern China in 2002. It is thought to be an animal virus, though the animal source has not yet been identified. It transmits person-to-person, and has influenza-like symptoms, which include fever, malaise, headaches, diarrhea, and shivering. Currently, SARS-CoV is not being transmitted anywhere in the world. Since the 2003 epidemic, it has appeared four times due to laboratory accidents.   [[Would you like more information?]] SARS-CoV-2 means Severe Acute Respiratory Syndrome Coronavirus 2. It is the virus that leads to the coronavirus disease, also known as COVID-19. Unlike SARS, in Covid-19, patients become highly infectious before they become seriously ill, explaining at least in part why Covid-19 acts like a super-SARS.",,,,,,,,,,
symptoms of coronavirus flu and cold,"The most common symptoms are fever, tiredness and dry cough. Some people exprience nasal congestion, aches and pains, runny nose, sore throat, and diarrhea. Most symptoms usually begin mild and slowly. Some people don't even show symptoms despite being infected with COVID19, and generally continue to feel well.",,,,,,,,,,
"Why is the disease being called coronavirus disease 2019, COVID-19?","On February 11, 2020 the World Health Organization announced an official name for the disease that is causing the 2019 novel coronavirus outbreak, first identified in Wuhan China. The new name of this disease is coronavirus disease 2019, abbreviated as COVID-19. In COVID-19, 'CO' stands for 'corona,' 'VI' for 'virus,' and 'D' for disease. Formerly, this disease was referred to as “2019 novel coronavirus” or “2019-nCoV”.. . There are many types of human coronaviruses including some that commonly cause mild upper-respiratory tract illnesses. COVID-19 is a new disease, caused be a novel (or new) coronavirus that has not previously been seen in humans. The name of this disease was selected following the World Health Organization (WHO) best practiceexternal icon for naming of new human infectious diseases.","<p>On February 11, 2020 the World Health Organization <a href=\""https://twitter.com/DrTedros/status/1227297754499764230\"">announced</a> an official name for the disease that is causing the 2019 novel coronavirus outbreak, first identified in Wuhan China. The new name of this disease is coronavirus disease 2019, abbreviated as COVID-19. In COVID-19, 'CO' stands for 'corona,' 'VI' for 'virus,' and 'D' for disease. Formerly, this disease was referred to as \""2019 novel coronavirus\"" or \""2019-nCoV\""..     .     There are <a href=\""https://www.cdc.gov/coronavirus/index.html\"">many types</a> of human coronaviruses including some that commonly cause mild upper-respiratory tract illnesses. COVID-19 is a new disease, caused be a novel (or new) coronavirus that has not previously been seen in humans. The name of this disease was selected following the World Health Organization (WHO) <a href=\""https://www.who.int/topics/infectious_diseases/naming-new-diseases/en/\"">best practice</a> for naming of new human infectious diseases.</p>",. https://www.cdc.gov/coronavirus/2019-ncov/faq.html,Frequently Asked Questions,Center for Disease Control and Prevention (CDC),Coronavirus Disease 2019 Basics,USA,,,en,3/17/20
what do you know about COVID-19?,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",,,,,,,,,,
What's COVID-19?,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",,,,,,,,,,
