group,worker_id,chat_input,chat_response,chat_bot_type
jugglechat,5d1bf643f18c6c00187def44,Can you give me a summary of what I need to know,"Each EU/EEA country may issue specific advice to travellers to areas with local or community transmission of COVID-19. Consult your local health authority or the Ministry of Foreign Affairs to get advice tailored for residents in your setting. . . For an updated list of areas of presumed community transmission, please refer to WHO situation reports for country classification.",faq
jugglechat,577d1216b425c40001434b2f,What prevention methods have been put in place,What other arrangements have been put in place to protect the German public from the novel coronavirus SARS-CoV-2?,qa
jugglechat,5a1dcb7dfe645f0001ea0a10,What happens if I can't social distance,"it is sometimes hard to understand what this means given the vague language. What it means is to stay at home as much as possible, and limit your outside exposure",qa
jugglechat,5f8a5209a63a2e113f515fc3,Are Nurses taking precautions,"The cancellation of events and the closure of schools and kindergartens fall within the responsibility of the Federal Laender and/or the local authorities. In the meantime, all the Federal Laender have cancelled events and closed schools and kindergartens. Only in a very few exceptional cases may an event be allowed.. . The Robert Koch Institute has published “General Principles of Risk Assessment and Recommendations for Action with respect to Large-Scale Events” (PDF-File) to support local authorities in deciding on whether to cancel an event.. ",faq
jugglechat,5f7627b46c029a08e8ca87a1,Yes,"I'm sorry, but I don't seem to have a solid answer for that.. :(",affirm
jugglechat,5be057a1c2b36c000141f77a,Can you tell me the symptoms of covid,"symptoms such as fever, a sore throat and respiratory complaints, on their own, are not sufficient",qa
jugglechat,58f0aaf652ac63000154a804,we should have a full lock down,"The key is to minimize the number of gatherings as much as possible and to achieve space between individuals when events or activities cannot be modified, postponed, or canceled. Although the Department of Public Health expects most events with more than 250 attendees to be postponed or canceled, we emphasize that the venue space does matter. Achieving space between individuals of approximately six feet is advisable",qa
jugglechat,5a1dcb7dfe645f0001ea0a10,What happens if I come into contact with someone with COVID-19,call your healthcare provider for advice,qa
jugglechat,5ad2260ddfe710000183b5de,how do we best protect the vulnerable,at least 20 seconds is the best way to protect yourself and your family from getting sick,qa
jugglechat,5f4f5d2da7606a000ab233c9,Will i be at risk of developing life changing effects if i catch covid 19 as a 31 year old man,Pregnant women experience changes in their bodies that may increase their risk of some infections,qa
jugglechat,5a1dcb7dfe645f0001ea0a10,How can I limit my outside exposure so that I don't contract COVID-19,"The best way to prevent illness from COVID-19 is to avoid being exposed to the virus and use good hand hygiene. Common sense precautions that prevent the spread of flu will also help prevent the spread of COVID-19. Please do the following: Stay home if you are sick. Avoid close contact with people who are sick. Cover cough and sneeze. Avoid touching your eyes, nose, and mouth. Wash your hands often with soap and water for at least 20 seconds, especially after going to the bathroom, before eating and after blowing your nose, coughing or sneezing. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. The Centers for Disease Control and Prevention (CDC) does not recommend that people who are well to wear a facemask to protect themselves from respiratory diseases, including COVID-19. Facemasks should only be worn by persons who are sick or persons caring for them. Clean and disinfect frequently touched objects and hard surfaces using a regular household cleaning spray or wipe.",faq
jugglechat,5f7627b46c029a08e8ca87a1,That is disappointing. Can you tell me more about the Infection Fatability Rate of COVID-19,"Preliminary findings indicate that the mortality rate for COVID-19 is 20-30 per thousand people diagnosed. This is significantly less than the 2003 SARS outbreak. However, it is much higher than the mortality rate for seasonal influenza.",faq
jugglechat,58f0aaf652ac63000154a804,the high risk people need protecting,"Generally elderly people and those with underlying health conditions (e.g. hypertension, diabetes, cardiovascular disease, chronic respiratory disease and cancer) are considered to be more at risk of developing severe symptoms.",faq
jugglechat,5f2daf557dbdaa0c5d22f18d,Do i have covid,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5eb94a36da9efb0121ddf207,what is 1 symptom,the Severe Acute Respiratory Syndrome Coronavirus-1 (SARS-CoV-1) is transmitted to humans from civet cats,qa
jugglechat,5be057a1c2b36c000141f77a,What does IPC stand for,"What it means is to stay at home as much as possible, and limit your outside exposure",qa
jugglechat,5f806747ce193e06c30e6b2e,1. DO YOU THINK COVID IS A VIRUS THAT WILL DISAPPEAR OR PEOPLE MUST LEARN TO LEAVE WITH IT. 2. WHY IS IT TAKING SO LONG TO FIND A CURE OR VACCINE FOR A VIRUS THAT CAN BE KILLED BY SOUP,"There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.. . The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy. ",faq
jugglechat,5f2daf557dbdaa0c5d22f18d,Yes,"I'm sorry, but I don't seem to have a solid answer for that.. :(",affirm
jugglechat,58f0aaf652ac63000154a804,schools are spreading covid,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,5eb94a36da9efb0121ddf207,where was it discovered,"Wuhan, China",qa
jugglechat,5f2daf557dbdaa0c5d22f18d,What symptoms are there,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,58f0aaf652ac63000154a804,why not ban all travel,"The California Department of Public Health has determined that gatherings should be postponed or canceled across the state until at least the end of March. Non-essential gatherings must be limited to no more than 250 people, while smaller events can proceed only if the organizers can implement social distancing of 6 feet per person. Gatherings of individuals who are at higher risk for severe illness from COVID-19 should be limited to no more than 10 people, while also following social distancing guidelines.. . The updated PDF guidance is available.",faq
jugglechat,5eb94a36da9efb0121ddf207,how can you prevent it,"The best way to prevent illness from COVID-19 is to avoid being exposed to the virus and use good hand hygiene. Common sense precautions that prevent the spread of flu will also help prevent the spread of COVID-19. Please do the following: Stay home if you are sick. Avoid close contact with people who are sick. Cover cough and sneeze. Avoid touching your eyes, nose, and mouth. Wash your hands often with soap and water for at least 20 seconds, especially after going to the bathroom, before eating and after blowing your nose, coughing or sneezing. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. The Centers for Disease Control and Prevention (CDC) does not recommend that people who are well to wear a facemask to protect themselves from respiratory diseases, including COVID-19. Facemasks should only be worn by persons who are sick or persons caring for them. Clean and disinfect frequently touched objects and hard surfaces using a regular household cleaning spray or wipe.",faq
jugglechat,5ecabd093cd0510651db7004,What are the most common symptoms for COVID-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5f2daf557dbdaa0c5d22f18d,Is it deadly,SARS was more deadly but much less infectious than COVID-19,qa
jugglechat,5a1dcb7dfe645f0001ea0a10,How do I maintain social distance,one of the most effective ways to reduce the spread of illness during an outbreak,qa
jugglechat,5f7627b46c029a08e8ca87a1,How deadly is COVID-19,SARS was more deadly but much less infectious than COVID-19,qa
jugglechat,5be057a1c2b36c000141f77a,Where did covid 19 originate,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5f806747ce193e06c30e6b2e,WHY DOES IS IT TAKING SO LONG TO FIND CURE FOR A VIRUS THAT CAN BE KILLED BY SOAP,"IF NO ACCESS TO HAND SANITIZER: wash your hands frequently and thoroughly (this is the smartest thing you can do to prevent the spread of viruses), make sure that if you are able to buy a lesser-known brand of hand sanitizer that isn't Purell, it’s made of at least 60% alcohol, as recommended by the Centers for Disease Control and Prevention. (C.D.C.) (rules out some of the so-called “botanical” options and popular kid-friendly options), make sure that if you decide to try and make your own hand sanitizer, it also contains at least 60% alcohol. This recipe (two parts rubbing alcohol, one part aloe) sounds like it should achieve 60% alcohol. Keep in mind that some recipes call for using liquor (like vodka), which is usually 40% alcohol, and might not reach the threshold you need. For instance, Tito’s Vodka has been urging people not to use its product in DIY sanitizer solutions.",faq
jugglechat,5d756ce093a94500163ea6a2,How can I prevent the spread of Covid-19,there is no evidence to support transmission of COVID-19 through imported goods,qa
jugglechat,5ecabd093cd0510651db7004,How many people have had COVID-19 so far,"depends on factors including how well it spreads between people, the severity of the illness it causes, and the medical or other measures we have to control the impact of the virus (for example, vaccine or treatment medications)",qa
jugglechat,5be057a1c2b36c000141f77a,What percentage of people with covid are Gosfield,"it is sometimes hard to understand what this means given the vague language. What it means is to stay at home as much as possible, and limit your outside exposure",qa
jugglechat,5d756ce093a94500163ea6a2,How many people have COVID-19,"It has shown some promise in a few cases, but needs to be tested among many more people",qa
jugglechat,5d756ce093a94500163ea6a2,What is PPE,"gloves, a gown, respiratory protection that is at least as protective as a fit-tested NIOSH-certified disposable N95 filtering facepiece respirator or facemask—if a respirator is not available—and eye protection",qa
jugglechat,5ecabd093cd0510651db7004,What questions should I ask you,"If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
jugglechat,5be057a1c2b36c000141f77a,How many covid cases have to go to hospital,"It has shown some promise in a few cases, but needs to be tested among many more people",qa
jugglechat,5d756ce093a94500163ea6a2,can you summarise the information,"COVID-19 is caused by the virus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a new virus in humans causing respiratory illness which can be spread from person-to-person. a physical distance of at least 1 meter (3 ft) between persons is suggested by the world health organization (WHO) to avoid infection, although some WHO member states have recommended maintaining greater distances whenever possible.",absum
jugglechat,5f806747ce193e06c30e6b2e,KJDJIOA,"I'm sorry, but I don't seem to have a solid answer for that.. :(",deny
jugglechat,5f806747ce193e06c30e6b2e,3. DO YOU THINK COVID WAS INVENTED TO REGULATE HYGIENE IN NORMAL DAY TO DAY LIVES.,"IF NO ACCESS TO HAND SANITIZER: wash your hands frequently and thoroughly (this is the smartest thing you can do to prevent the spread of viruses), make sure that if you are able to buy a lesser-known brand of hand sanitizer that isn't Purell, it’s made of at least 60% alcohol, as recommended by the Centers for Disease Control and Prevention. (C.D.C.) (rules out some of the so-called “botanical” options and popular kid-friendly options), make sure that if you decide to try and make your own hand sanitizer, it also contains at least 60% alcohol. This recipe (two parts rubbing alcohol, one part aloe) sounds like it should achieve 60% alcohol. Keep in mind that some recipes call for using liquor (like vodka), which is usually 40% alcohol, and might not reach the threshold you need. For instance, Tito’s Vodka has been urging people not to use its product in DIY sanitizer solutions.",faq
jugglechat,5d756ce093a94500163ea6a2,Is covid-19 spread through aerosols,COVID-19 can be spread to humans through the use of pools and hot tubs,qa
jugglechat,5ecabd093cd0510651db7004,What is Remdesivir,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
jugglechat,5f806747ce193e06c30e6b2e,4. DO YOU THINK HEALTH WORKERS TAKE EXTRA CAUTION WHEN THEY IN THEIR PRIVATE SPACE.,"Currently, there is no evidence of food or food packaging being associated with transmission of COVID-19. Like other viruses, it is possible that the virus that causes COVID-19 can survive on surfaces or objects. For that reason, it is critical to wash your hands often, including utensils. Currently, there is no evidence of food or food packaging being associated with transmission of COVID-19. However, the virus that causes COVID-19 is spreading from person-to-person in some communities in the U.S. The CDC recommends that if you are sick, stay home until you are better and no longer pose a risk of infecting others. Anyone handling, preparing and serving food should always follow safe food handling procedures, such as washing hands and surfaces often.",faq
jugglechat,5ee32976afc30b4bff630695,what are the symptoms of COVID-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5ee32976afc30b4bff630695,How can you prevent catching COVID-19,risk depends on where you  are,qa
jugglechat,5ecabd093cd0510651db7004,What is SARS,CDC's website,qa
jugglechat,5ee32976afc30b4bff630695,what does IPC mean,"What it means is to stay at home as much as possible, and limit your outside exposure",qa
jugglechat,5ad2260ddfe710000183b5de,what is the survival rate,There is currently no evidence to suggest that food is a likely source or route of transmission of the virus. Scientists and food safety authorities across the world are closely monitoring the spread of COVID-19.,faq
jugglechat,5ee32976afc30b4bff630695,where did COVID-19 originate,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5ee32976afc30b4bff630695,how is COVID-19 transmitted,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,5ad2260ddfe710000183b5de,will it die out naturally,travel restrictions and entry screening only apply to travelers arriving from countries with a level 3 travel health notice,qa
jugglechat,5bead3d3feaa4a000164c40c,summary of lesson please,"COVID-19 is caused by the virus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a new virus in humans causing respiratory illness which can be spread from person-to-person. a physical distance of at least 1 meter (3 ft) between persons is suggested by the world health organization (WHO) to avoid infection, although some WHO member states have recommended maintaining greater distances whenever possible.",absum
jugglechat,5bead3d3feaa4a000164c40c,what is covid,CDC's website,qa
jugglechat,5bead3d3feaa4a000164c40c,death rate,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
jugglechat,5e4a7021b58e624c9e8e1df4,Do you think vaccine will work for this,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5f4f5d2da7606a000ab233c9,How long do symptoms typically last,"quarantine yourself for at least 14 days, as it takes between 1-14 days",qa
jugglechat,5f4f5d2da7606a000ab233c9,are there any treatments available,"At this time, there are no natural health products that are authorized to treat or protect against COVID-19.",faq
jugglechat,5e4a7021b58e624c9e8e1df4,Is this the strongest form of SARS,"SARS-CoV-2 means Severe Acute Respiratory Syndrome Coronavirus 2. It is the virus that leads to the coronavirus disease, also known as COVID-19. Unlike SARS, in COVID19 patients become highly infectious before they become seriously ill, explaining at least in part why Covid-19 acts like a super-SARS.  [[Would you like to know why there are two names for COVID19 (i.e. SARS-CoV-2 and COVID19)?]] [[What is the difference between SARS-CoV-2 and COVID19?]] SARS-CoV-2 refers to the virus that causes COVID-19. COVID-19 is the disease itself. The virus has a different name for the disease to support the development of diagnostic testing, vaccines, and medicines. The disease is named as such to enable discussion on disease prevention, spread, its ability to transmit, its severity, and its treatment. ",faq
jugglechat,5f4f5d2da7606a000ab233c9,Will a vaccine allow us to return to normal life,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5ad2260ddfe710000183b5de,what age is lowest risk,someone who has been released from quarantine is not at risk of spreading it to others because they did not develop COVID-19 during that period,qa
jugglechat,5f4f5d2da7606a000ab233c9,should I stay away from my elderly relatives,"1. self-isolate for 14 days after returning from travel  2. monitor for symptoms of COVID-19 (fever, cough or difficulty breathing) for 14 days after returning to Canada 3. wash your hands often for 20 seconds and cough or sneeze into a tissue or the bend of your arm, not your hand",faq
jugglechat,5e4a7021b58e624c9e8e1df4,What is the difference between Sars-Cov-2 and Covid-19,"SARS-CoV-2 refers to the virus that causes COVID-19. COVID-19 is the disease itself. The virus has a different name for the disease to support the development of diagnostic testing, vaccines, and medicines. The disease is named as such to enable discussion on disease prevention, spread, its ability to transmit, its severity, and its treatment.",faq
jugglechat,5e4a7021b58e624c9e8e1df4,Was MARS more deadly,"We do not know. Some viruses, like the common cold or flu, spread more during the cold weather months but people still become sick in warmer months with them. There is still a lot to learn about how weather and temperature impact spread of COVID-19.",faq
jugglechat,5e4a7021b58e624c9e8e1df4,Do you think Covid-19 will die out,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5fa0116685177c0158e77913,"Hi there, my 5 questions are as follows:","If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
jugglechat,5fa0116685177c0158e77913,What is the probability of someone getting terminally ill once they are over the age of 65,"people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",qa
jugglechat,5fa0116685177c0158e77913,What is the probability of someone in their prime getting terminally ill when compared to the average,Someone who is actively sick with COVID-19 can spread the illness to others,qa
jugglechat,5fadb3d6ca80c119cc2c7340,How effective are masks,there is little evidence showing that these masks used by healthy people will prevent transmission to public,qa
jugglechat,5fadb3d6ca80c119cc2c7340,what over the counter medicines can help ease symptoms,Counter stigma by learning and sharing facts,qa
jugglechat,5fa0116685177c0158e77913,"These aren't answers to my questions... What are the long term complications of COVID-19, post-recovery","Currently, those at greatest risk of infection are persons who have had prolonged, unprotected close contact with a patient with symptomatic, confirmed COVID-19 and those who live in or have recently been to areas with sustained transmission.",faq
jugglechat,5fadb3d6ca80c119cc2c7340,why do some countries have greater than 1m social distancing requirements,travel restrictions and entry screening only apply to travelers arriving from countries with a level 3 travel health notice,qa
jugglechat,5fadb3d6ca80c119cc2c7340,how easy is it to get tested,call your state or local health department or a medical provider,qa
jugglechat,5fadb3d6ca80c119cc2c7340,which country has the most cases,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
jugglechat,5fa0116685177c0158e77913,Is there any data to show a difference in infection rate depending on ethnicity,"See the ECDC daily situation update for the latest available information. Given the extensive movement of people and the fact that the virus is transmitted from person to person, further cases are expected in Europe.",faq
jugglechat,5d1c9d39ff67e3000140ca87,Hello,"I'm sorry, but I don't seem to have a solid answer for that.. :(",greet
jugglechat,5d1c9d39ff67e3000140ca87,What do you know about Covid19,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5d1c9d39ff67e3000140ca87,When will we have a cure,there is no evidence that current medicine can prevent or cure the disease,qa
jugglechat,5d1c9d39ff67e3000140ca87,Why do you exist,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
jugglechat,5d1c9d39ff67e3000140ca87,Anything else I need to know,"Talk with the people who need to be included in your plan, and discuss what to do if a COVID-19 outbreak occurs in your community",qa
jugglechat,5af1558e5bbd0b00015ec4cd,Why are masks effective at protecting people from COVID-19,there is little evidence showing that these masks used by healthy people will prevent transmission to public,qa
jugglechat,5af1558e5bbd0b00015ec4cd,What options are there for treating patients with COVID-19,There is no evidence to suggest that facility waste needs any additional disinfection,qa
jugglechat,5af1558e5bbd0b00015ec4cd,Where did COVID-19 origionate,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5af1558e5bbd0b00015ec4cd,How is COVID-19 spread,there is no evidence to support transmission of COVID-19 through imported goods,qa
jugglechat,5af1558e5bbd0b00015ec4cd,What are the main symptoms of COVID-19,there is no evidence that food items imported into the European Union in accordance with the applicable animal and public health regulations pose a risk for the health of EU citizens in relation to COVID-19. The main mode of transmission is from person to person,qa
jugglechat,5fae4a41eb572b2a4cae0d56,"At its most basic, what is COVID-19",COVID-19 is the disease itself,qa
jugglechat,5fae4a41eb572b2a4cae0d56,"Okay, how do I get COVID",CDC's website about what to do if you get sick,qa
jugglechat,5fae4a41eb572b2a4cae0d56,How do i prevent COVID,there is no evidence to support transmission of COVID-19 through imported goods,qa
jugglechat,5effa1b1767027080863869d,"Can you summarize the article for me, please","If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
jugglechat,5effa1b1767027080863869d,Is there a cure for Covid-19,there is no evidence that current medicine can prevent or cure the disease,qa
jugglechat,5effa1b1767027080863869d,When will a vaccine be available,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5fae4a41eb572b2a4cae0d56,Why refer to it as COVID as opposed to corona virus,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5effa1b1767027080863869d,How is Covid transmitted,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,5effa1b1767027080863869d,What are they symptoms,"the quarantine period is 14 days, or two weeks, from date of possible exposure. It is 14 days because that is what the period of time has been for other coronaviruses.   Currently, someone who has been released from quarantine is not at risk of spreading it to others because they did not develop COVID-19 during that period",qa
jugglechat,5fae4a41eb572b2a4cae0d56,Is this a keyword based response system,"There are many types of coronaviruses. Some only cause illness in people, and some only infect animals. COVID-19 is likely due to an animal coronavirus being able to infect and spread among people. In the past, there was Middle East Respiratory Syndrom (MERS) and Severe Acute Respiratory (SARS) which are both coronaviruses that came from animals and spread among people.   [[Would you like more information on MERs?]] MERs is Middle East Respiratory Syndrome. It is also caused by coronavirus, similar to COVID-19. This virus was first reported in 2012 in Saudi Arabia. Their symptoms are severe acute respiratory illness which includes fever, cough, and shortness of breath. The virus does not pass easily person-to-person unless there is close contact, which includes providing unprotected care to a patient.  [[Would you like more information?]] SARS is Severe Acute Respiratory Syndrome. It was identified in 2003. It is thought to be an animal virus, though the animal source has not yet been identified. It transmits person-to-person, and has influenza-like symptoms, which include fever, malaise, headaches, diarrhea, and shivering. Currently, SARS-CoV is not being transmitted anywhere in the world. Since the 2003 epidemic, it has appeared four times due to laboratory accidents.",faq
jugglechat,5fabf88cf050f60d613df769,Is Covid-19 a advance version of the flu,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5fabf88cf050f60d613df769,Can Covid-19 be enchanted,discharged from the healthcare facility whenever clinically indicated,qa
